AGCNr,Name,RAdeg_HI,DECdeg_HI,RAdeg_OC,DECdeg_OC,Vhelio,W50,sigW,W20,HIflux,sigflux,SNR,RMS,Dist,sigDist,logMH,siglogMH,HIcode
182492,........,123.80209,5.30972,123.79875,5.30528,4221,75,5,100,1.72,0.06,19.0,2.32,63.1,2.3,9.21,0.06,1
189133,........,123.81,2.52583,123.80167,2.52639,8039,67,6,90,1.08,0.07,11.8,2.48,118.6,2.1,9.55,0.05,1
188867,........,123.84126,11.71805,123.84958,11.72694,12690,153,5,163,0.78,0.06,7.6,1.85,184.8,2.4,9.8,0.06,1
4296,031-073.,123.86958,8.34805,123.87042,8.34472,9011,320,9,361,5.06,0.12,25.1,2.52,132.3,2.2,10.32,0.05,1
182466,........,123.88667,9.23111,123.88625,9.23278,1905,80,2,95,1.89,0.05,23.7,1.99,29.6,2.3,8.59,0.08,1
716679,........,123.91251,16.65694,123.91625,16.65444,13301,198,19,233,1.36,0.09,8.9,2.44,193.4,2.2,10.08,0.05,1
4298,........,123.91125,5.25417,123.90959,5.25583,4180,105,2,124,3.07,0.06,30.8,2.17,62.6,2.3,9.45,0.05,1
189070,........,123.94,0.40056,123.935,0.39639,10216,171,19,178,0.96,0.1,5.6,2.91,149.7,2.5,9.7,0.06,1
180969,088-055.,123.9625,17.02333,123.96416,17.02389,4670,248,3,267,2.57,0.09,16.1,2.26,68.6,2.3,9.46,0.05,1
716680,........,124.00749,16.89972,124.01457,16.90083,2875,161,7,168,0.86,0.07,6.4,2.35,43.3,2.1,8.58,0.07,1
188752,........,124.06666,11.84556,124.08167,11.85083,10528,441,13,469,1.17,0.09,6.6,1.8,153.9,2.2,9.82,0.06,1
188868,........,124.10541,9.99417,124.10291,9.99417,13793,164,4,171,1.4,0.08,9.5,2.56,200.6,2.3,10.12,0.05,1
188951,........,124.12458,3.96917,124.12874,3.96667,10327,120,18,139,0.92,0.08,7.3,2.58,151.2,2.2,9.7,0.06,1
188952,........,124.13292,4.7175,124.12291,4.71278,10610,283,26,329,1.17,0.1,6.8,2.3,155.3,2.3,9.82,0.06,1
188869,........,124.2025,7.81972,124.20083,7.81917,2400,30,3,49,0.7,0.04,12.6,2.19,37.0,2.4,8.35,0.08,1
716685,........,124.20791,16.42056,124.20625,16.42805,13239,304,93,315,1.46,0.09,9.0,2.07,192.6,2.3,10.11,0.05,1
716686,........,124.21457,16.44333,124.21333,16.45111,13155,256,5,268,1.47,0.08,9.5,2.16,191.4,2.3,10.1,0.05,1
189207,........,124.25584,17.07028,0.0,0.0,419,20,7,35,0.43,0.05,6.8,2.93,6.1,2.2,6.58,0.32,1
188753,........,124.29,14.19417,124.28334,14.19083,8777,342,8,362,2.6,0.1,13.7,2.3,128.9,2.4,10.01,0.05,1
180165,059-057.,124.31375,12.99056,124.30917,12.99111,9683,455,5,466,2.53,0.11,11.6,2.15,141.9,2.3,10.08,0.05,1
716691,........,124.31459,16.78417,124.31168,16.78028,8459,161,4,179,1.18,0.07,9.3,2.22,124.3,2.2,9.63,0.05,1
4310,003-025.,124.31709,1.20833,124.31501,1.20583,4358,152,2,162,5.93,0.11,31.3,3.43,65.3,2.4,9.77,0.05,1
188755,........,124.34584,11.96417,124.35001,11.96194,10454,72,6,89,0.65,0.06,7.6,2.25,152.9,2.3,9.55,0.06,1
189071,........,124.41833,0.65972,124.41335,0.66083,10337,98,4,120,1.61,0.08,11.9,3.04,151.4,2.2,9.94,0.05,1
4316,031-074.,124.4296,4.60861,124.42376,4.61,4221,42,2,58,6.21,0.05,91.0,2.31,63.2,2.3,9.77,0.05,1
188756,........,124.45042,11.92361,124.44917,11.92611,10381,183,3,199,1.65,0.07,13.4,2.04,151.9,2.3,9.95,0.05,1
4317,059-058.,124.47667,12.89194,124.46876,12.89778,9691,351,23,370,1.98,0.11,9.7,2.44,142.0,2.3,9.97,0.05,1
180627,PGC23279,124.47793,2.34583,124.47417,2.34083,4473,54,9,89,1.22,0.06,13.8,2.66,66.8,2.3,9.11,0.06,1
4318,031-076.,124.48167,3.37222,124.47543,3.37556,8866,257,12,269,2.32,0.1,13.2,2.45,130.4,2.3,9.97,0.05,1
716694,........,124.49667,16.26722,124.49667,16.26667,7018,162,8,194,1.47,0.06,15.2,1.7,103.7,2.3,9.57,0.05,1
4319,N2555...,124.49584,0.75139,124.48543,0.74556,4403,404,7,413,2.54,0.14,9.9,2.84,65.9,2.4,9.41,0.06,1
181846,........,124.51543,6.89889,124.53292,6.89972,8955,216,18,244,1.46,0.08,9.9,2.23,131.6,2.4,9.78,0.05,1
182117,........,124.51917,3.57444,124.52458,3.575,10400,169,31,186,1.09,0.09,7.0,2.65,152.3,2.2,9.78,0.06,1
182494,031-077.,124.55333,4.76833,124.55501,4.76639,4158,119,7,136,1.63,0.06,15.4,2.15,62.2,4.4,9.17,0.08,1
738875,........,124.68667,17.97389,124.68333,17.97333,4304,90,2,100,1.34,0.05,14.2,2.21,63.5,2.5,9.1,0.06,1
182497,........,124.68667,11.665,124.68542,11.66528,9814,280,7,293,0.91,0.08,6.2,1.96,143.8,2.4,9.65,0.06,1
180191,059-060.,124.70625,11.56361,124.70584,11.56194,9650,86,4,102,1.31,0.05,15.8,1.98,141.5,2.3,9.79,0.05,1
188757,........,124.75834,11.91667,124.76958,11.92361,10003,119,9,149,0.82,0.06,8.3,2.03,146.5,2.1,9.62,0.06,1
188953,........,124.77124,3.85694,124.77792,3.865,10400,189,28,200,1.08,0.09,6.6,2.68,152.3,2.3,9.77,0.06,1
188821,D704-04.,124.81958,11.88333,124.82542,11.88583,10033,130,33,152,0.7,0.06,6.9,2.0,146.9,2.4,9.55,0.06,1
188758,........,124.83542,15.96083,124.82916,15.96,13012,336,56,344,1.41,0.11,7.4,2.32,189.4,2.3,10.08,0.06,1
188954,........,124.84291,5.31194,124.84125,5.32528,14062,177,7,190,1.01,0.09,6.6,2.54,204.6,2.3,10.0,0.06,1
4336,N2561...,124.90667,4.65306,124.90375,4.65694,4119,333,13,370,3.23,0.1,17.4,2.27,62.1,4.3,9.47,0.08,1
181984,........,124.97792,4.11222,124.97459,4.11556,10514,394,6,410,2.21,0.12,9.8,2.52,154.0,2.2,10.09,0.05,1
189134,........,125.02124,2.04306,125.02708,2.04333,11092,176,7,186,1.13,0.09,6.6,2.87,162.3,2.4,9.85,0.06,1
4343,........,125.035,17.35861,125.02875,17.35833,4647,183,3,202,4.31,0.08,31.0,2.29,68.3,2.5,9.68,0.05,1
180985,032-002.,125.06166,4.68972,125.07083,4.70333,4274,115,25,135,0.82,0.07,6.9,2.45,62.1,4.2,8.87,0.08,1
716701,........,125.06833,16.20167,125.05583,16.21167,13271,229,29,252,1.06,0.09,6.7,2.35,193.1,2.3,9.97,0.06,1
188759,........,125.08624,14.475,125.07916,14.47611,13126,266,5,274,1.45,0.1,7.6,2.61,191.1,2.3,10.1,0.05,1
182121,........,125.12916,3.4875,125.12166,3.49306,2917,97,5,111,1.13,0.07,9.2,2.78,44.8,2.2,8.73,0.07,1
188870,........,125.14791,11.11111,125.14917,11.11528,10862,37,5,57,0.75,0.04,12.7,2.12,158.8,2.3,9.65,0.05,1
4350,089-005a,125.20333,16.64667,125.19209,16.64583,13246,564,37,579,2.35,0.15,7.3,2.56,192.7,2.3,10.31,0.05,1
188760,........,125.3271,15.30333,125.3325,15.30111,6736,147,12,180,1.29,0.07,10.7,2.22,99.8,2.3,9.48,0.05,1
716710,........,125.34043,16.30028,125.33584,16.30083,8508,244,27,251,1.17,0.07,9.3,1.79,125.0,2.3,9.63,0.05,1
4356,I2327...,125.36751,3.17056,125.36625,3.16917,2680,293,2,307,11.89,0.1,66.2,2.34,52.0,10.1,9.88,0.17,1
188955,........,125.39542,4.31611,125.40417,4.31694,758,38,8,60,0.61,0.05,9.0,2.39,11.8,2.3,7.3,0.18,1
182126,........,125.41042,3.88806,125.41084,3.88639,10505,177,12,199,1.05,0.08,7.5,2.37,153.9,2.4,9.77,0.06,1
188956,........,125.44543,4.57333,125.45,4.57472,9090,54,4,80,2.61,0.06,31.9,2.46,133.6,2.2,10.04,0.05,1
188761,........,125.50584,13.03917,125.49667,13.03972,12915,279,4,295,1.84,0.1,11.0,2.24,188.1,2.3,10.19,0.05,1
181571,F704-3..,125.52209,8.30444,125.52458,8.3,4172,69,3,83,1.14,0.05,13.0,2.34,62.3,2.3,9.02,0.06,1
4366,I.503...,125.55042,3.27417,125.54459,3.26833,4141,267,4,290,10.89,0.1,58.7,2.54,62.2,4.3,10.0,0.07,1
180997,032-007.,125.60291,5.01333,125.60334,5.00222,4228,230,35,237,1.23,0.08,8.1,2.22,63.3,2.3,9.06,0.06,1
716718,........,125.61208,17.84639,125.605,17.84694,8093,130,8,143,1.08,0.06,9.3,2.29,119.1,2.4,9.56,0.05,1
182131,........,125.62541,3.76694,125.62042,3.76444,10490,108,15,137,0.81,0.07,6.8,2.55,153.7,2.2,9.65,0.06,1
182133,........,125.66667,3.7675,125.66792,3.76306,4003,133,9,163,1.03,0.07,8.3,2.4,62.2,4.4,8.97,0.08,1
4372,I.504...,125.66959,4.25861,125.67125,4.2625,4152,462,14,498,4.38,0.13,16.6,2.55,62.1,4.2,9.6,0.07,1
738876,........,125.67792,16.47722,125.67251,16.48083,2013,42,13,70,0.43,0.05,5.7,2.55,30.9,2.4,7.99,0.09,1
188871,........,125.68375,8.22305,125.68375,8.21889,4317,86,4,102,3.05,0.06,31.7,2.31,64.3,2.3,9.47,0.05,1
188872,........,125.69667,9.49972,125.69834,9.49194,5993,189,59,226,1.12,0.08,7.8,2.34,89.3,2.2,9.32,0.06,1
716722,........,125.69834,17.33139,125.69749,17.33083,6395,176,9,208,1.67,0.07,13.5,2.07,94.8,2.3,9.55,0.05,1
188823,........,125.70334,11.89139,0.0,0.0,12943,290,65,297,0.96,0.08,6.6,1.93,188.5,2.2,9.91,0.06,1
4374,032-010.,125.71834,3.57111,125.72209,3.57111,3988,197,5,226,8.48,0.08,57.6,2.35,35.6,7.2,9.4,0.18,1
180238,060-003.,125.7225,13.6125,125.73126,13.62278,8906,323,68,414,3.21,0.12,13.5,2.96,130.8,2.3,10.11,0.05,1
182513,........,125.74459,4.36611,125.75791,4.37111,9827,239,6,251,1.27,0.09,7.2,2.56,144.2,2.3,9.79,0.05,1
716723,........,125.74834,17.09806,125.75041,17.09556,16311,236,44,314,1.76,0.1,10.8,2.36,236.5,2.2,10.37,0.05,1
189200,089-012.,125.86375,16.2275,125.87042,16.23278,9733,277,6,293,1.58,0.08,10.8,1.97,142.6,2.3,9.88,0.05,1
189201,........,125.86458,17.92917,125.85667,17.91583,1475,57,9,65,0.56,0.05,6.6,2.49,23.0,2.3,7.84,0.11,1
180241,060-004.,125.86541,9.40056,125.86916,9.40111,8046,341,13,393,2.35,0.11,12.0,2.37,118.7,2.2,9.89,0.05,1
188762,........,125.87375,15.15139,125.88042,15.15139,2545,53,9,91,0.68,0.05,8.7,2.36,38.7,2.5,8.38,0.08,1
181578,F704-2..,125.87791,10.04778,125.8775,10.04556,4237,161,5,176,2.88,0.07,24.3,2.09,63.1,2.3,9.43,0.05,1
182138,........,125.88792,3.30944,125.87959,3.30111,15957,306,9,329,1.64,0.12,8.0,2.61,231.8,2.4,10.32,0.05,1
181007,032-017.,125.89375,3.22278,125.89541,3.22111,2918,129,4,157,4.66,0.08,35.6,2.57,44.8,2.4,9.34,0.06,1
188957,........,125.92166,3.89444,125.92083,3.89722,2168,42,5,67,0.84,0.04,13.2,2.16,33.7,2.3,8.35,0.08,1
716730,........,125.94583,17.995,125.94958,17.99056,4625,153,3,164,1.53,0.07,11.8,2.34,68.0,2.4,9.22,0.06,1
180247,060-006.,125.96291,9.84778,125.96458,9.84667,7949,269,17,289,1.8,0.09,11.2,2.19,117.3,2.3,9.77,0.05,1
4385,089-015.,125.96625,14.75361,125.96708,14.75194,1969,148,3,171,10.56,0.1,63.9,3.02,30.3,2.3,9.36,0.08,1
188873,........,125.98624,11.55722,125.97792,11.56056,9471,72,8,88,0.62,0.05,7.6,2.13,139.0,2.3,9.45,0.06,1
180253,060-009.,126.04415,12.12028,126.04833,12.11639,9680,197,42,221,1.71,0.08,12.1,2.25,141.9,2.3,9.91,0.05,1
180251,MK.387..,126.05624,17.34028,126.05958,17.33195,11156,119,7,129,0.66,0.06,6.4,2.09,162.9,2.3,9.62,0.06,1
188996,........,126.05833,7.25972,126.0604,7.255,9457,82,7,109,0.89,0.05,10.0,2.18,138.9,2.2,9.61,0.05,1
716735,........,126.12749,16.2125,126.11957,16.20861,6693,295,48,304,1.4,0.08,9.9,1.84,99.2,2.5,9.51,0.05,1
189024,........,126.13166,2.675,126.1375,2.68306,2666,137,7,167,2.7,0.09,19.1,2.7,41.1,2.3,9.03,0.07,1
181852,........,126.19749,6.52917,126.19209,6.52583,9359,203,5,222,1.34,0.09,8.7,2.42,137.5,2.3,9.78,0.05,1
180686,F704-V1.,126.21875,9.21972,126.21542,9.22472,6018,120,3,144,2.77,0.08,23.5,2.4,89.7,2.3,9.72,0.05,1
180261,060-010.,126.26584,13.53056,126.25542,13.53722,13257,364,50,377,1.43,0.12,6.5,2.56,193.0,2.3,10.1,0.06,1
181651,........,126.26917,8.06389,126.26876,8.05694,9170,45,8,63,0.34,0.04,6.5,1.72,134.8,2.3,9.16,0.07,1
181013,........,126.28835,3.37389,126.29209,3.37806,10180,413,86,420,1.95,0.13,8.1,2.6,149.3,2.2,10.01,0.05,1
181014,032-023.,126.32542,6.76111,126.31792,6.76806,8973,252,47,273,1.71,0.1,9.2,2.62,132.0,2.2,9.85,0.05,1
188763,........,126.34666,15.74972,126.35043,15.75583,8450,263,5,269,1.25,0.09,7.6,2.28,124.3,2.1,9.66,0.06,1
188802,........,126.41458,12.99417,126.40875,12.9975,13328,160,13,193,1.41,0.07,11.7,2.13,194.1,2.3,10.1,0.05,1
181020,........,126.42001,1.96278,126.41293,1.95083,12996,334,23,360,1.75,0.12,7.8,2.75,189.5,2.3,10.17,0.05,1
189074,........,126.42625,1.91139,126.42792,1.895,13082,120,9,139,1.32,0.09,8.8,3.04,190.8,2.4,10.05,0.05,1
181021,032-025.,126.45708,3.19611,126.45876,3.18444,10187,224,6,236,1.52,0.12,7.3,3.12,149.4,2.2,9.9,0.06,1
188958,........,126.51041,4.49083,126.51666,4.50056,9902,204,8,220,1.33,0.09,8.2,2.53,145.3,2.2,9.82,0.05,1
188959,........,126.55542,4.65778,126.55125,4.64583,9932,133,12,149,0.66,0.06,5.9,2.14,145.7,2.2,9.52,0.06,1
189135,........,126.56,2.58139,126.5725,2.57056,2586,31,12,62,0.65,0.07,7.2,3.47,40.0,2.2,8.39,0.08,1
181025,032-026.,126.56374,4.59472,126.55459,4.59528,8506,353,55,382,5.65,0.11,28.4,2.37,125.4,2.3,10.32,0.05,1
4403,060-012.,126.56792,11.50611,126.57458,11.50306,9527,307,10,341,3.16,0.12,14.6,2.77,139.8,2.4,10.16,0.05,1
188874,........,126.57709,11.02278,126.57458,11.035,9231,35,10,56,0.62,0.05,9.6,2.36,135.6,2.2,9.43,0.06,1
181029,032-028.,126.57958,2.925,126.57875,2.92556,9403,274,12,330,3.95,0.11,21.0,2.54,138.2,2.4,10.25,0.05,1
181023,........,126.58125,17.21417,126.57709,17.21194,16300,103,11,141,1.28,0.07,12.6,2.22,236.4,2.2,10.23,0.05,1
189075,........,126.58084,1.15444,126.58125,1.15028,10404,309,126,317,3.25,0.18,9.6,4.3,152.5,2.4,10.25,0.05,1
182496,........,126.60001,4.81056,126.60875,4.81056,8525,95,4,120,1.81,0.06,17.1,2.41,125.6,2.5,9.83,0.05,1
188875,........,126.63375,11.79222,126.62709,11.78611,1890,27,5,41,0.43,0.04,8.9,1.99,29.3,2.2,7.94,0.09,1
4407,089-028.,126.67166,17.84083,126.67207,17.83806,8683,413,6,442,5.49,0.12,24.6,2.41,127.6,2.2,10.32,0.05,1
188876,........,126.69834,11.645,126.69791,11.65472,13152,171,5,190,1.55,0.08,11.5,2.3,191.6,2.3,10.13,0.05,1
180282,........,126.7325,7.42083,126.7325,7.41694,9418,312,38,331,2.53,0.1,13.9,2.3,138.4,2.4,10.06,0.05,1
181756,........,126.73333,7.50306,126.72749,7.49806,9323,685,86,718,4.82,0.15,13.0,2.42,137.0,2.1,10.33,0.05,1
188877,........,126.76416,9.86556,126.76625,9.86667,13671,146,9,190,1.44,0.08,11.1,2.39,199.1,2.2,10.13,0.05,1
4421,004-028.,126.85957,1.85306,126.8575,1.84833,9401,237,4,262,4.53,0.1,25.7,2.56,138.2,2.3,10.31,0.05,1
4419,N2596...,126.8625,17.28778,126.86042,17.28389,5935,430,2,446,5.63,0.1,27.8,2.1,88.3,2.2,10.02,0.05,1
181033,........,126.87208,2.88944,126.88333,2.885,10277,294,32,316,2.34,0.12,11.2,2.71,150.7,2.3,10.1,0.05,1
189138,........,126.87625,2.82806,126.88249,2.80889,10306,246,4,265,2.92,0.11,14.6,2.84,151.1,2.3,10.2,0.05,1
716770,........,126.87708,16.86444,126.86833,16.85472,13429,301,7,318,1.24,0.11,6.4,2.48,195.4,2.3,10.05,0.06,1
181762,........,126.93875,7.655,126.93791,7.66083,13192,212,22,251,1.43,0.09,9.1,2.42,192.3,2.4,10.1,0.05,1
188961,........,126.94875,5.40639,126.94166,5.40306,4147,147,7,164,0.82,0.07,6.7,2.24,62.2,2.3,8.87,0.07,1
181036,032-031.,126.95083,4.64889,126.95209,4.65556,8846,184,60,219,1.47,0.08,10.9,2.23,130.2,2.4,9.77,0.05,1
188765,........,126.95374,12.8225,126.93708,12.83556,9630,226,15,250,1.12,0.09,6.8,2.44,141.3,2.1,9.72,0.06,1
188766,........,126.95834,14.99722,126.96041,14.99833,11112,91,5,102,0.93,0.05,10.3,2.1,162.4,2.3,9.76,0.05,1
188962,........,126.97292,3.95444,126.9725,3.95417,4222,84,13,111,0.68,0.07,6.7,2.48,63.3,2.2,8.81,0.07,1
716781,........,126.99208,17.70917,126.98583,17.70111,8101,146,16,172,1.06,0.08,7.7,2.56,119.3,2.2,9.55,0.06,1
188767,........,127.01791,14.96472,127.00707,14.94639,9637,226,5,237,1.2,0.07,8.7,2.04,141.3,2.4,9.75,0.05,1
181333,........,127.02249,5.00917,127.02666,5.00639,9132,235,69,261,1.5,0.09,9.2,2.37,134.3,2.2,9.8,0.05,1
181658,060-017.,127.04707,8.63944,127.05125,8.64722,13278,299,9,315,1.4,0.11,7.3,2.47,193.5,2.4,10.09,0.06,1
4431,004-033.,127.04999,0.01083,127.05332,0.02333,9057,242,7,269,6.47,0.3,12.5,7.43,133.3,2.3,10.43,0.05,1
716786,........,127.05417,17.37083,127.04833,17.37444,6240,91,7,127,1.64,0.06,18.1,2.11,92.7,2.3,9.52,0.05,1
180301,004-035.,127.06084,0.28222,127.075,0.28944,9100,214,10,252,2.63,0.12,12.4,3.24,133.9,2.2,10.05,0.05,1
181043,........,127.08417,2.44472,127.08499,2.445,10417,260,7,270,1.65,0.11,8.4,2.73,152.7,2.3,9.96,0.05,1
4433,089-031.,127.13,17.47028,127.12874,17.46722,6320,287,4,311,4.48,0.09,28.4,2.08,93.9,2.3,9.97,0.05,1
716796,........,127.15166,16.43806,127.15207,16.44056,13480,44,8,68,0.45,0.04,6.7,2.19,196.2,2.3,9.61,0.06,1
188768,........,127.1554,14.96556,127.15749,14.97305,5864,40,17,78,0.36,0.04,6.0,2.09,87.4,2.3,8.81,0.07,1
181541,FGC.759.,127.19542,1.23583,127.19124,1.23472,11085,324,25,339,1.63,0.13,6.8,2.96,162.3,2.4,10.0,0.06,1
189077,........,127.19583,0.82472,127.19041,0.81222,4204,106,6,114,1.01,0.08,7.1,3.04,63.2,2.3,8.98,0.06,1
188770,........,127.21124,14.12056,127.21167,14.11639,13554,304,57,308,1.38,0.1,7.7,2.3,197.3,2.4,10.1,0.05,1
181662,........,127.24916,8.81139,127.24583,8.80889,9226,97,4,115,0.97,0.07,9.1,2.4,135.6,2.4,9.62,0.06,1
4439,032-034.,127.3325,2.64917,127.33,2.64472,4129,221,4,241,4.26,0.1,24.3,2.63,62.1,2.3,9.59,0.05,1
188771,........,127.39043,14.45083,127.38626,14.45083,5890,172,9,190,1.26,0.09,8.0,2.66,87.8,2.1,9.36,0.06,1
180317,004-037.,127.39001,1.20667,127.38875,1.20333,4236,238,4,256,4.09,0.13,16.7,3.55,63.6,2.3,9.59,0.06,1
188772,........,127.40083,14.07056,127.40251,14.06778,9471,170,5,181,1.16,0.08,8.4,2.36,139.0,2.2,9.72,0.05,1
4440,089-033.,127.43083,15.05889,127.42667,15.0575,9508,384,6,413,4.2,0.13,18.6,2.57,139.5,2.3,10.28,0.05,1
4444,089-034.,127.50625,17.26278,127.50749,17.25917,2087,178,2,188,2.85,0.08,20.5,2.32,27.2,5.2,8.7,0.17,1
188773,........,127.50834,12.94583,127.51666,12.95167,13624,454,13,488,2.5,0.12,10.8,2.29,198.4,2.1,10.36,0.05,1
189078,........,127.55666,0.23889,127.55084,0.23972,10961,140,32,160,1.16,0.09,7.1,3.11,160.6,2.3,9.85,0.06,1
180320,089-035.,127.62,14.38139,127.61001,14.3775,13734,208,31,220,1.46,0.11,7.2,3.16,199.9,2.2,10.14,0.06,1
182033,........,127.67166,4.01722,127.67292,4.01333,14662,405,8,419,1.64,0.12,7.3,2.47,213.4,2.2,10.25,0.05,1
4452,060-020.,127.79542,9.60278,127.7925,9.60528,9261,398,6,416,1.88,0.11,9.2,2.3,136.1,2.2,9.91,0.05,1
181765,032-035.,127.84084,7.00139,127.83999,7.0,1852,126,2,143,7.11,0.08,54.0,2.62,28.9,2.4,9.15,0.08,1
188997,........,127.84166,6.10639,127.84249,6.10333,9479,182,7,192,0.74,0.07,5.9,2.06,139.3,2.0,9.53,0.06,1
716813,........,127.88249,16.31806,127.88916,16.31889,12733,226,9,250,1.11,0.07,8.7,1.9,185.5,2.3,9.95,0.05,1
189139,........,127.92416,2.79278,127.91959,2.78944,2039,82,16,134,1.17,0.06,11.9,2.43,31.8,2.4,8.45,0.08,1
181058,032-036.,128.03459,3.63167,128.03,3.63528,8978,529,155,537,1.71,0.12,6.5,2.22,132.2,2.3,9.85,0.06,1
188998,........,128.07208,7.19528,128.07501,7.19889,2009,39,11,84,0.51,0.04,9.4,1.9,31.3,2.1,8.07,0.08,1
180614,FGC.767.,128.08542,3.49917,128.09334,3.49944,9076,247,18,264,1.31,0.11,6.6,2.83,133.6,2.2,9.74,0.06,1
188878,........,128.08583,10.29583,128.08583,10.30139,14002,120,5,138,1.08,0.07,9.8,2.25,203.9,2.2,10.02,0.05,1
188880,........,128.13,11.43667,0.0,0.0,13805,38,7,60,0.4,0.04,7.0,2.0,201.0,2.3,9.58,0.06,1
188881,........,128.15376,9.20472,128.15459,9.20861,13493,102,3,120,1.29,0.07,11.0,2.56,196.6,2.3,10.07,0.05,1
4467,004-049.,128.19334,0.22528,128.19501,0.22667,9579,557,143,568,2.59,0.17,7.1,2.9,140.9,2.4,10.08,0.05,1
189079,........,128.24417,0.89,128.24126,0.88667,4968,28,8,52,0.69,0.06,9.1,3.04,73.7,2.2,8.95,0.06,1
189140,........,128.24583,3.40111,128.25291,3.40083,12167,321,71,329,1.82,0.15,6.8,3.34,177.8,2.3,10.13,0.06,1
181065,........,128.2825,16.98833,128.27124,16.98917,9467,249,6,256,1.37,0.11,6.8,2.86,138.9,2.4,9.79,0.06,1
189080,........,128.38708,0.59389,128.38708,0.58861,9587,83,7,96,0.8,0.07,6.6,2.96,141.0,2.2,9.57,0.06,1
188774,........,128.38792,11.83944,128.38249,11.83833,9189,156,27,179,1.37,0.07,11.3,2.15,135.1,2.3,9.77,0.05,1
181666,........,128.39917,8.30833,128.40083,8.30444,13573,190,7,205,0.85,0.07,6.7,2.06,197.8,2.3,9.89,0.06,1
180363,089-048.,128.575,14.54278,128.57249,14.5475,4544,262,9,284,1.04,0.09,6.3,2.28,69.5,14.0,9.07,0.18,1
715569,........,128.59583,5.30917,128.61166,5.30278,14003,250,9,269,1.29,0.09,7.7,2.36,204.0,2.4,10.1,0.05,1
181350,........,128.63083,17.33139,128.64,17.34556,14259,333,47,350,2.31,0.14,9.4,3.01,207.4,2.3,10.37,0.05,1
181076,........,128.63376,0.1975,128.63249,0.19139,11180,161,10,176,1.19,0.11,6.5,3.24,163.8,2.3,9.88,0.06,1
180367,004-058b,128.63626,1.67167,128.64084,1.67111,4324,75,3,107,4.33,0.07,40.9,2.71,63.0,4.4,9.61,0.07,1
182036,........,128.6575,4.46722,128.655,4.47111,3999,189,16,219,1.62,0.09,10.5,2.5,60.2,2.3,9.14,0.06,1
181944,........,128.70708,5.80417,128.69292,5.8075,15014,280,6,297,1.35,0.1,7.4,2.44,218.4,2.3,10.18,0.05,1
182152,........,128.72917,3.81833,128.73082,3.81472,4233,127,11,147,0.89,0.07,7.3,2.42,63.5,2.3,8.93,0.06,1
189141,........,128.80292,3.24528,128.80167,3.24056,4219,120,5,131,1.25,0.08,8.9,2.87,63.3,2.2,9.07,0.06,1
181768,........,128.85417,7.01389,128.85667,7.01278,13662,54,4,74,1.24,0.06,15.8,2.35,199.1,2.3,10.06,0.05,1
189082,........,128.89291,1.85306,128.88916,1.85056,3900,195,3,203,1.83,0.09,11.4,2.57,59.0,2.3,9.18,0.06,1
182153,........,128.89291,3.67306,128.89291,3.67194,3925,120,5,135,1.4,0.07,11.5,2.47,59.2,2.3,9.06,0.06,1
182038,........,128.905,4.75444,128.91165,4.75694,4230,119,25,176,0.77,0.06,7.6,2.08,63.4,2.3,8.86,0.06,1
189083,2MF6765.,128.92583,1.54139,128.92375,1.54083,9504,453,33,464,2.25,0.14,8.1,2.75,139.8,2.4,10.02,0.05,1
4491,004-073.,128.94916,1.72417,128.95168,1.72083,4108,395,4,418,4.53,0.14,17.7,2.88,63.0,4.3,9.63,0.07,1
188999,........,128.95876,7.45944,128.96457,7.46278,4250,94,4,109,0.96,0.06,9.2,2.37,63.5,2.2,8.96,0.06,1
4492,N2618...,128.97292,0.70528,128.97292,0.70667,4034,438,4,457,4.52,0.14,16.6,2.78,60.9,2.3,9.6,0.06,1
189084,........,128.99792,1.86444,128.99666,1.86583,3043,59,5,81,1.57,0.06,17.0,2.67,46.7,2.2,8.91,0.06,1
182040,........,128.99834,4.54222,129.00375,4.5525,9216,252,6,268,1.32,0.09,7.9,2.34,135.7,2.4,9.76,0.05,1
189085,........,129.01042,0.43944,129.00667,0.43778,9979,390,19,419,1.68,0.14,6.5,2.89,146.6,2.2,9.93,0.06,1
181085,........,129.01334,1.32111,129.01375,1.32889,3954,96,8,137,1.26,0.08,10.1,2.84,63.0,4.3,9.07,0.08,1
188775,........,129.03168,15.23806,129.0275,15.23083,14582,278,25,352,1.94,0.11,10.5,2.47,212.1,2.3,10.31,0.05,1
189142,........,129.03459,3.10611,129.03958,3.10028,3074,53,8,85,0.58,0.06,6.9,2.51,47.1,2.3,8.48,0.08,1
180393,060-027.,129.10959,10.64556,129.11583,10.645,9104,302,10,333,2.22,0.11,11.2,2.56,133.9,2.2,9.97,0.05,1
182042,........,129.10916,4.65056,129.10959,4.65417,8260,212,2,233,3.09,0.08,21.5,2.21,122.0,2.1,10.03,0.05,1
188882,........,129.12291,10.21778,129.10001,10.21389,9065,70,7,99,0.91,0.05,11.5,2.11,133.4,2.1,9.58,0.05,1
181948,........,129.12793,5.16472,129.12627,5.16694,4047,121,8,163,1.04,0.07,9.0,2.35,60.9,2.3,8.96,0.06,1
181949,........,129.13959,5.18361,129.13834,5.17806,1867,61,2,77,3.12,0.06,36.7,2.41,29.2,2.3,8.8,0.08,1
181609,........,129.155,9.07083,129.15417,9.07083,14266,202,29,223,1.23,0.09,7.7,2.51,207.7,2.3,10.1,0.05,1
